viewing_session_id,basket
2496,"S09,S14"
2497,"S02,S14"
2498,S01
2499,S06
2500,"S06,S14"
2501,"S02,S14"
2502,"S09,S14"
2503,"S09,S10,S15"
2504,"S05,S08,S12,S14"
2505,"S09,S10"
2506,"S09,S14"
2507,S05
2508,"S12,S13"
2509,"S03,S04,S09,S11"
2510,"S06,S07"
2511,"S01,S02"
2512,"S03,S07,S10"
2513,"S11,S12"
2514,"S11,S12,S15"
2515,"S11,S12"
2516,"S04,S06,S07,S08"
2517,"S01,S02"
2518,"S05,S13"
2519,"S01,S02,S13"
2520,S15
2521,"S09,S10"
2522,"S04,S05"
2523,"S06,S07"
2524,"S02,S03,S14"
2525,"S04,S05"
2526,"S09,S14"
2527,"S01,S06"
2528,"S06,S10"
2529,"S01,S13"
2530,"S06,S07"
2531,"S01,S10,S15"
2532,S05
2533,"S11,S12"
2534,"S09,S13,S14"
2535,"S09,S14"
2536,"S07,S09"
2537,"S01,S02"
2538,"S04,S05"
2539,"S09,S14"
2540,"S07,S10"
2541,"S01,S06"
2542,"S02,S07,S11,S15"
2543,"S11,S12"
2544,"S01,S13"
2545,S02
2546,"S09,S10"
2547,S11
2548,"S06,S14"
2549,S15
2550,"S06,S07,S08"
2551,S06
2552,"S01,S04,S15"
2553,"S07,S13"
2554,"S02,S08,S11"
2555,"S04,S11,S12"
2556,"S09,S14"
2557,"S11,S12"
2558,"S05,S07,S09,S14"
2559,"S12,S13,S15"
2560,"S01,S13"
2561,"S01,S02"
2562,"S06,S07,S08"
2563,"S03,S07,S08,S09"
2564,S10
2565,"S01,S14"
2566,"S04,S05"
2567,"S01,S13"
2568,"S09,S14"
2569,"S01,S13"
2570,"S01,S02,S03"
2571,"S01,S13"
2572,"S04,S07,S09,S10"
2573,"S08,S14,S15"
2574,"S01,S13"
2575,"S04,S05,S06"
2576,"S09,S10"
2577,"S09,S10"
2578,S04
2579,"S09,S10"
2580,"S01,S13"
2581,"S06,S07"
2582,"S09,S14"
2583,"S04,S05"
2584,"S04,S05"
2585,"S11,S12"
2586,"S11,S12,S15"
2587,"S03,S04,S09,S15"
2588,"S04,S05"
2589,S11
2590,S15
2591,"S01,S06,S10"
2592,"S09,S14"
2593,"S01,S02,S03"
2594,"S09,S10"
2595,"S01,S13"
2596,S13
2597,S02
2598,"S11,S12"
2599,"S09,S14"
2600,"S04,S05"
2601,"S02,S08,S12"
2602,"S06,S09,S10"
2603,"S09,S14"
2604,"S09,S14"
2605,"S09,S14"
2606,"S02,S03,S05,S15"
2607,S02
2608,S15
2609,"S06,S07,S12"
2610,"S09,S14"
2611,"S09,S14"
2612,"S02,S10,S12"
2613,"S01,S02,S03"
2614,"S01,S13"
2615,"S09,S14"
2616,"S04,S05,S08,S11"
2617,"S06,S07,S08"
2618,"S01,S02"
2619,"S09,S14"
2620,"S03,S08,S13,S15"
2621,S06
2622,"S02,S06,S07"
2623,"S01,S13"
2624,"S01,S06,S09"
2625,"S06,S07,S09,S14"
2626,"S06,S07"
2627,"S06,S07"
2628,"S01,S02,S03"
2629,"S08,S11,S13"
2630,"S04,S05"
2631,"S11,S12"
2632,S06
2633,"S01,S03,S05,S12"
2634,"S11,S12"
2635,"S11,S12"
2636,"S11,S12"
2637,"S09,S10"
2638,S14
2639,"S04,S05"
2640,"S04,S05"
2641,S03
2642,"S09,S10"
2643,"S04,S05"
2644,"S09,S14"
2645,"S04,S11,S12,S15"
2646,"S04,S05"
2647,"S01,S13"
2648,"S03,S06,S12,S15"
2649,"S04,S05"
2650,"S01,S13"
2651,S13
2652,"S05,S11,S12"
2653,"S06,S07"
2654,"S04,S11,S12"
2655,S01
2656,"S06,S07,S12,S15"
2657,S09
2658,"S01,S02,S05,S13"
2659,"S06,S08"
2660,"S02,S03,S12"
2661,"S06,S07,S08"
2662,"S04,S05"
2663,S09
2664,"S02,S12,S14"
2665,"S09,S14"
2666,S12
2667,"S01,S02,S03"
2668,"S09,S10"
2669,"S02,S04,S08,S09"
2670,"S06,S07,S08"
2671,"S01,S02,S11"
2672,"S05,S06,S10,S12"
2673,"S06,S07,S08"
2674,"S04,S06,S10,S14"
2675,"S06,S07"
2676,"S09,S10,S14"
2677,"S01,S03,S05"
2678,"S03,S09"
2679,"S09,S14"
2680,"S09,S10"
2681,"S09,S14"
2682,"S01,S13"
2683,"S11,S12,S13"
2684,S02
2685,"S01,S13"
2686,"S04,S05"
2687,"S05,S08,S11,S12"
2688,"S04,S11,S14"
2689,"S11,S12"
2690,"S09,S14"
2691,S13
2692,"S01,S03,S05"
2693,"S05,S13"
2694,"S09,S14"
2695,"S07,S15"
2696,"S06,S07,S12"
2697,"S01,S03,S05,S06"
2698,"S01,S13"
2699,"S06,S14"
2700,S07
2701,"S04,S05"
2702,"S07,S13,S14"
2703,"S01,S05,S07,S08"
2704,"S07,S13,S15"
2705,"S05,S10,S11,S13"
2706,S08
2707,S10
2708,"S06,S07,S08"
2709,"S01,S04,S05,S15"
2710,"S04,S05"
2711,S06
2712,"S11,S12"
2713,"S09,S14"
2714,"S07,S11"
2715,S05
2716,"S01,S03,S09,S14"
2717,S08
2718,S01
2719,"S01,S02"
2720,S03
2721,"S01,S13"
2722,"S07,S12,S15"
2723,"S11,S12,S15"
2724,"S02,S05,S10,S12"
2725,"S01,S02"
2726,"S01,S02"
2727,"S02,S14"
2728,"S01,S03"
2729,"S09,S14"
2730,"S06,S07,S08"
2731,S15
2732,"S11,S12"
2733,"S06,S07,S08"
2734,"S01,S02,S03"
2735,"S01,S02"
2736,"S03,S09"
2737,S11
2738,"S07,S09"
2739,"S06,S07"
2740,"S01,S02"
2741,"S09,S14"
2742,"S01,S02,S03"
2743,"S09,S10"
2744,"S04,S05"
2745,"S02,S08,S11,S15"
2746,S15
2747,S13
2748,"S05,S06,S10,S12"
2749,S08
2750,"S04,S05"
2751,"S01,S13,S15"
2752,"S06,S07"
2753,"S09,S10"
2754,S12
2755,S04
2756,"S01,S02,S09,S14"
2757,"S03,S08,S10"
2758,"S01,S02"
2759,"S04,S12"
2760,"S03,S10,S11"
2761,S12
2762,"S09,S10"
2763,"S01,S02"
2764,"S08,S09"
2765,"S01,S13"
2766,"S09,S14"
2767,"S01,S02,S03"
2768,"S03,S07,S08"
2769,"S06,S07"
2770,"S11,S12,S15"
2771,"S03,S04,S13,S14"
2772,"S04,S05"
2773,"S01,S02"
2774,S07
2775,"S09,S10"
2776,"S09,S14"
2777,"S06,S09"
2778,"S04,S07,S10"
2779,"S01,S03,S13"
2780,"S05,S09,S10,S15"
2781,"S04,S05"
2782,"S08,S11"
2783,S14
2784,"S09,S14"
2785,"S01,S06"
2786,S09
2787,S14
2788,"S05,S08,S15"
2789,S07
2790,"S04,S05,S12"
2791,"S11,S12,S15"
2792,"S11,S12,S15"
2793,S03
2794,"S01,S06,S10,S12"
2795,"S09,S10"
2796,"S04,S05"
2797,"S11,S12"
2798,"S01,S12"
2799,"S03,S10"
2800,"S09,S10"
2801,"S04,S05"
2802,"S08,S11,S14"
2803,S05
2804,"S04,S05"
2805,"S06,S07"
2806,"S03,S05,S08"
2807,"S09,S14"
2808,S14
2809,"S01,S02"
2810,"S09,S14"
2811,"S04,S05"
2812,S09
2813,"S12,S13"
2814,"S01,S02"
2815,"S03,S09,S10,S15"
2816,"S04,S05"
2817,S03
2818,"S01,S02,S03,S15"
2819,"S06,S07,S08"
2820,"S11,S12"
2821,S05
2822,"S01,S02,S03"
2823,S10
2824,"S11,S12"
2825,"S01,S06,S15"
2826,"S06,S15"
2827,"S03,S05,S09,S14"
2828,"S01,S13"
2829,"S04,S08,S12"
2830,"S11,S12"
2831,S04
2832,"S01,S02,S03"
2833,"S09,S14,S15"
2834,"S06,S15"
2835,"S04,S05"
2836,"S09,S14"
2837,"S05,S06"
2838,"S04,S08,S14"
2839,"S08,S14"
2840,"S06,S07,S08"
2841,"S04,S09,S14"
2842,"S06,S07"
2843,"S09,S10"
2844,"S09,S14"
2845,"S01,S02"
2846,"S09,S10"
2847,"S01,S02,S03"
2848,"S07,S08,S10"
2849,"S08,S11,S12"
2850,"S03,S09,S10"
2851,"S03,S09,S14"
2852,"S01,S06"
2853,"S01,S02,S04"
2854,"S06,S07"
2855,"S06,S07"
2856,"S02,S08,S09"
2857,"S02,S08,S10,S11"
2858,"S01,S13"
2859,"S01,S15"
2860,S14
2861,"S01,S02,S03"
2862,"S09,S14"
2863,"S06,S07"
2864,"S05,S12,S13,S15"
2865,"S05,S08,S10,S11"
2866,"S11,S12"
2867,"S01,S13"
2868,"S06,S07,S08"
2869,"S09,S14,S15"
2870,"S01,S02,S03"
2871,"S09,S10"
2872,"S06,S07,S08"
2873,"S11,S12,S15"
2874,"S09,S14"
2875,S15
2876,"S09,S14"
2877,"S01,S13"
2878,"S09,S14"
2879,"S10,S14,S15"
2880,"S04,S08,S10"
2881,"S01,S13"
2882,"S03,S11,S12,S15"
2883,"S04,S05,S08"
2884,S03
2885,"S03,S06"
2886,S11
2887,"S09,S12"
2888,"S07,S08,S11,S12"
2889,"S04,S05"
2890,"S05,S07,S11,S13"
2891,"S09,S10"
2892,"S05,S09,S13"
2893,"S04,S08,S09,S13"
2894,"S07,S10,S13,S15"
2895,"S04,S05"
2896,"S06,S07"
2897,"S09,S10"
2898,"S09,S10"
2899,"S06,S07,S08"
2900,S06
2901,"S02,S04,S13,S15"
2902,"S04,S05"
2903,"S01,S13"
2904,"S02,S11,S13"
2905,"S11,S12,S13"
2906,"S04,S15"
2907,"S09,S14"
2908,"S04,S05"
2909,"S03,S15"
2910,"S09,S14"
2911,"S11,S12"
2912,"S06,S08,S14"
2913,"S01,S02"
2914,"S01,S06"
2915,"S06,S07,S08"
2916,"S06,S07"
2917,S01
2918,"S01,S13"
2919,S07
2920,"S09,S14"
2921,"S11,S12"
2922,"S04,S05"
2923,"S06,S12"
2924,"S09,S14"
2925,"S06,S07,S08"
2926,"S04,S05"
2927,"S02,S06,S09,S12"
2928,"S01,S02,S03"
2929,"S05,S06,S09"
2930,S05
2931,"S05,S08,S10,S14"
2932,"S06,S09,S14"
2933,"S05,S08"
2934,S14
2935,"S09,S14"
2936,"S01,S02"
2937,S03
2938,"S11,S12"
2939,S08
2940,"S02,S09,S14"
2941,"S09,S10,S11,S15"
2942,"S01,S13"
2943,"S01,S02,S03"
2944,S04
2945,"S06,S07,S08"
2946,"S09,S14"
2947,S13
2948,"S01,S13"
2949,"S01,S02,S03"
2950,"S11,S12,S15"
2951,S02
2952,"S09,S10"
2953,"S06,S07"
2954,"S03,S13,S14"
2955,"S07,S09,S10,S14"
2956,"S11,S12"
2957,"S11,S15"
2958,"S04,S05"
2959,"S04,S05"
2960,"S11,S12"
2961,"S03,S08,S14"
2962,"S06,S07,S08"
2963,"S01,S02"
2964,"S04,S05"
2965,S10
2966,"S01,S04,S08"
2967,"S09,S10"
2968,"S06,S07,S08"
2969,"S12,S13,S14"
2970,"S05,S13"
2971,"S07,S15"
2972,"S03,S15"
2973,"S03,S05,S14"
2974,S06
2975,"S09,S10"
2976,"S01,S04,S10,S11"
2977,"S06,S07"
2978,"S04,S05"
2979,"S06,S07,S08"
2980,"S07,S08"
2981,"S03,S04,S06,S07"
2982,"S09,S14"
2983,"S02,S11,S12,S15"
2984,S14
2985,"S03,S06,S10,S15"
2986,"S03,S05,S09"
2987,"S08,S09,S10"
2988,"S11,S12,S15"
2989,"S07,S11"
2990,S02
2991,"S01,S13"
2992,"S06,S07,S08"
2993,"S04,S05,S15"
2994,"S01,S13"
2995,"S06,S07"
2996,"S11,S12,S15"
2997,"S01,S13"
2998,S07
2999,"S12,S13"
3000,S14
3001,"S07,S12"
3002,"S09,S14"
3003,"S06,S07,S08"
3004,"S04,S07,S08,S10"
3005,"S09,S15"
3006,"S06,S07"
3007,"S03,S07"
3008,"S06,S09,S10"
3009,S07
3010,"S09,S14"
3011,"S01,S02,S03"
3012,S05
3013,"S03,S04,S11,S14"
3014,"S02,S08"
3015,"S03,S07,S08,S14"
3016,"S11,S12"
3017,"S11,S12"
3018,"S11,S12"
3019,"S04,S05"
3020,"S02,S03,S15"
3021,"S09,S14"
3022,"S06,S07"
3023,"S06,S09,S13"
3024,"S09,S10"
3025,"S08,S09,S14"
3026,"S04,S09,S14"
3027,"S01,S02,S03"
3028,"S03,S04,S07,S08"
3029,"S06,S09,S14"
3030,"S06,S10"
3031,"S09,S14"
3032,S06
3033,S12
3034,"S04,S05"
3035,"S01,S05,S11,S15"
3036,"S11,S12"
3037,"S09,S10"
3038,"S03,S08,S09,S13"
3039,"S04,S05"
3040,"S06,S07"
3041,S02
3042,S08
3043,"S06,S07"
3044,"S06,S07"
3045,"S03,S12"
3046,"S04,S11,S14,S15"
3047,S07
3048,"S11,S12"
3049,S14
3050,"S01,S02,S03,S11"
3051,"S06,S07"
3052,"S02,S03,S06,S13"
3053,"S09,S10"
3054,"S01,S13"
3055,"S04,S13"
3056,"S01,S10,S13"
3057,"S06,S08,S09,S12"
3058,"S01,S02,S03"
3059,"S01,S02,S03"
3060,"S01,S02"
3061,"S03,S11,S12"
3062,"S01,S02"
3063,"S09,S14"
3064,"S06,S09,S14"
3065,"S01,S04,S07"
3066,"S09,S10"
3067,"S05,S14"
3068,S11
3069,"S04,S05"
3070,"S03,S07,S08,S13"
3071,"S09,S10"
3072,"S04,S05"
3073,"S01,S13"
3074,"S04,S05"
3075,"S06,S07,S08"
3076,"S02,S12"
3077,"S04,S05"
3078,S14
3079,"S04,S05"
3080,"S08,S09"
3081,"S01,S02"
3082,"S01,S02"
3083,S03
3084,"S04,S05,S10"
3085,"S01,S02,S03"
3086,"S01,S02"
3087,"S02,S12,S15"
3088,"S09,S10"
3089,"S06,S07,S08"
3090,S15
3091,"S01,S02,S03"
3092,"S01,S13"
3093,S09
3094,"S06,S09,S13"
3095,"S11,S12"
3096,"S01,S02,S03"
3097,"S09,S14"
3098,"S04,S05"
3099,"S09,S10"
3100,"S11,S12"
3101,"S04,S08,S15"
3102,"S01,S13"
3103,"S08,S10,S11"
3104,"S06,S07"
3105,"S06,S07,S08"
3106,"S08,S11,S12,S15"
3107,"S01,S08"
3108,"S01,S05,S08,S15"
3109,"S09,S10"
3110,S06
3111,"S06,S09,S12"
3112,"S01,S02,S05,S14"
3113,S08
3114,"S01,S12"
3115,S13
3116,"S01,S13"
3117,"S01,S12,S13,S15"
3118,S07
3119,"S01,S02,S03"
3120,"S01,S13"
3121,"S07,S08,S10,S12"
3122,"S09,S13"
3123,S04
3124,S13
3125,"S01,S13"
3126,"S04,S05"
3127,"S01,S10"
3128,"S03,S13"
3129,"S06,S07"
3130,"S06,S08,S14"
3131,"S01,S13"
3132,"S11,S12"
3133,"S01,S13"
3134,"S04,S05"
3135,"S03,S09"
3136,"S02,S12"
3137,S15
3138,S05
3139,"S01,S07"
3140,"S02,S08,S09,S13"
3141,S05
3142,"S09,S10"
3143,"S04,S08"
3144,"S06,S07,S08"
3145,"S09,S14"
3146,"S01,S13"
3147,"S09,S10"
3148,"S11,S13"
3149,"S01,S13"
3150,"S04,S05"
3151,"S04,S05"
3152,"S01,S04,S13"
3153,"S09,S10"
3154,"S01,S02"
3155,"S08,S12,S14"
3156,"S11,S12,S15"
3157,"S02,S13"
3158,"S01,S13"
3159,"S04,S05"
3160,"S09,S14"
3161,"S04,S05"
3162,"S09,S14"
3163,"S03,S04,S10,S13"
3164,S15
3165,"S05,S11"
3166,"S06,S07"
3167,"S01,S02,S06,S13"
3168,S01
3169,"S10,S15"
3170,"S09,S10"
3171,"S01,S13"
3172,"S01,S04,S05,S10"
3173,"S01,S02"
3174,S06
3175,"S01,S10,S13"
3176,"S06,S07"
3177,S07
3178,S14
3179,"S11,S12"
3180,"S01,S13"
3181,"S11,S12,S15"
3182,S11
3183,"S01,S05"
3184,"S03,S10,S15"
3185,"S01,S02"
3186,"S04,S05"
3187,"S11,S12"
3188,"S09,S14"
3189,"S04,S05"
3190,"S01,S05,S06,S13"
3191,"S04,S05"
3192,"S01,S13"
3193,"S11,S12"
3194,S10
3195,"S06,S07"
3196,"S05,S09,S11,S14"
3197,"S01,S13"
3198,"S03,S12"
3199,"S09,S10"
3200,"S05,S06,S08,S12"
3201,"S04,S05"
3202,"S11,S12,S15"
3203,"S06,S07"
3204,"S01,S08,S11,S14"
3205,"S06,S15"
3206,"S01,S13"
3207,"S11,S12,S15"
3208,"S01,S13"
3209,"S04,S09,S14"
3210,"S04,S05"
3211,"S02,S11,S13"
3212,"S08,S09,S10"
3213,"S09,S14"
3214,"S06,S07,S08"
3215,"S03,S15"
3216,"S02,S11"
3217,"S02,S05,S14"
3218,"S09,S14"
3219,"S02,S09"
3220,"S04,S05"
3221,"S03,S04,S06,S10"
3222,"S09,S10"
3223,"S02,S08,S13"
3224,"S09,S10"
3225,"S02,S04,S13"
3226,S05
3227,S14
3228,S15
3229,"S04,S05"
3230,"S06,S07,S08"
3231,"S01,S11"
3232,"S01,S13"
3233,S13
3234,"S03,S13,S14"
3235,S01
3236,"S09,S14"
3237,"S06,S07"
3238,"S09,S14"
3239,"S03,S07,S11"
3240,"S06,S07,S08"
3241,"S09,S10"
3242,"S01,S13"
3243,"S06,S07,S08"
3244,"S11,S12,S15"
3245,"S05,S10,S12,S14"
3246,"S02,S04,S05,S11"
3247,"S09,S14"
3248,"S11,S12,S15"
3249,"S01,S02,S03"
3250,"S04,S05,S08,S09"
3251,S13
3252,"S11,S12"
3253,"S02,S10,S15"
3254,"S11,S12,S15"
3255,"S11,S12"
3256,S05
3257,"S03,S08,S10,S15"
3258,"S04,S05"
3259,"S09,S14"
3260,S12
3261,"S01,S02"
3262,"S09,S11,S14"
3263,"S06,S10,S13,S14"
3264,"S09,S11,S13"
3265,"S07,S08,S13,S15"
3266,"S01,S02"
3267,"S09,S14"
3268,S11
3269,"S07,S11,S12"
3270,"S09,S14"
3271,"S07,S15"
3272,"S04,S10,S12,S13"
3273,"S01,S13"
3274,"S02,S03,S07,S10"
3275,"S01,S13"
3276,"S04,S05"
3277,S15
3278,"S05,S09"
3279,"S06,S07,S08"
3280,"S06,S07"
3281,"S01,S06,S07,S10"
3282,"S06,S07,S08"
3283,"S01,S13"
3284,"S01,S13"
3285,"S09,S10"
3286,S11
3287,S06
3288,"S01,S05,S10,S13"
3289,"S09,S10"
3290,"S04,S05"
3291,"S11,S12"
3292,"S04,S06,S07"
3293,"S01,S06,S07,S12"
3294,S12
3295,"S07,S09,S11,S14"
3296,"S11,S12"
3297,"S09,S10"
3298,"S01,S02,S07"
3299,"S08,S15"
3300,S06
3301,"S01,S09,S15"
3302,"S06,S07"
3303,"S06,S07"
3304,S15
3305,"S04,S05"
3306,"S09,S10"
3307,"S04,S05"
3308,"S01,S02,S03"
3309,"S01,S02,S08"
3310,"S01,S13"
3311,"S11,S12,S15"
3312,"S03,S04,S07,S13"
3313,"S06,S10"
3314,"S09,S13"
3315,S08
3316,S10
3317,S09
3318,"S03,S04,S10"
3319,S01
3320,"S07,S11,S14"
3321,"S06,S07,S09,S11"
3322,"S09,S11"
3323,"S09,S10"
3324,"S09,S10"
3325,"S10,S11,S12,S15"
3326,"S09,S14"
3327,"S11,S14"
3328,"S11,S12,S15"
3329,"S09,S14"
3330,"S03,S15"
3331,"S09,S14"
3332,"S03,S05,S14,S15"
3333,"S05,S09"
3334,S04
3335,"S06,S07"
3336,"S04,S08,S09,S15"
3337,"S11,S12,S15"
3338,"S01,S02,S03"
3339,"S03,S07,S08,S10"
3340,"S06,S07"
3341,"S06,S07"
3342,"S01,S09"
3343,S01
3344,S11
3345,"S01,S02"
3346,"S02,S06,S08"
3347,"S03,S14"
3348,"S02,S14"
3349,"S09,S10"
3350,"S01,S02,S06"
3351,"S01,S02"
3352,"S09,S11,S12"
3353,"S01,S02"
3354,"S09,S14"
3355,S07
3356,"S01,S02"
3357,"S09,S10"
3358,S02
3359,"S03,S04,S08"
3360,"S09,S10"
3361,"S06,S07"
3362,"S01,S05,S08"
3363,"S01,S13,S14"
3364,"S04,S10,S11"
3365,"S04,S07,S13,S14"
3366,S06
3367,"S09,S14"
3368,"S06,S07"
3369,"S01,S13"
3370,"S09,S10"
3371,"S01,S13"
3372,"S11,S12"
3373,"S01,S13"
3374,"S09,S10"
3375,S08
3376,S02
3377,"S09,S10"
3378,"S06,S07,S08"
3379,"S06,S07,S08"
3380,"S06,S07,S08"
3381,"S10,S11"
3382,"S08,S15"
3383,"S09,S10"
3384,"S06,S07,S08"
3385,"S01,S13"
3386,"S11,S12"
3387,S10
3388,"S06,S07,S08"
3389,"S01,S13"
3390,S14
3391,"S01,S05,S06,S14"
3392,"S04,S05,S09"
3393,"S11,S12,S15"
3394,S10
3395,"S09,S14"
3396,"S01,S13"
3397,"S09,S14"
3398,"S09,S14"
3399,"S09,S14"
3400,"S01,S02,S03"
3401,"S09,S10"
3402,"S10,S11,S12,S15"
3403,S03
3404,S11
3405,S08
3406,"S01,S03,S06"
3407,"S07,S11,S13"
3408,"S01,S13"
3409,S11
3410,S14
3411,"S10,S13"
3412,"S04,S05"
3413,"S09,S10"
3414,"S04,S07,S10,S13"
3415,"S01,S13"
3416,"S01,S13"
3417,"S04,S05"
3418,"S05,S06,S07"
3419,"S03,S05,S13,S14"
3420,"S01,S13"
3421,S01
3422,"S09,S14"
3423,S05
3424,"S07,S09"
3425,"S07,S09,S14"
3426,"S06,S07"
3427,"S10,S11"
3428,"S05,S10,S13,S15"
3429,S08
3430,"S04,S05"
3431,"S09,S10"
3432,"S02,S05,S07,S12"
3433,"S09,S10"
3434,"S01,S13"
3435,S01
3436,"S08,S14,S15"
3437,S08
3438,"S11,S12"
3439,"S02,S11,S12"
3440,"S04,S05"
3441,"S09,S10"
3442,"S09,S14"
3443,"S01,S10"
3444,"S04,S05"
3445,"S04,S07,S12"
3446,S06
3447,"S01,S02"
3448,"S01,S02"
3449,S07
3450,"S06,S07"
3451,"S02,S07,S13"
3452,"S01,S02"
3453,"S03,S09,S10"
3454,"S11,S12,S15"
3455,"S03,S04"
3456,"S09,S10,S11"
3457,"S03,S06,S07,S09"
3458,"S01,S12,S13,S15"
3459,"S01,S04,S08,S13"
3460,"S10,S14"
3461,"S04,S05"
3462,"S01,S07,S13"
3463,"S01,S03,S14"
3464,"S09,S11"
3465,"S11,S12,S15"
3466,"S02,S09,S14"
3467,"S09,S14"
3468,"S04,S06,S11,S12"
3469,"S09,S14"
3470,"S01,S13"
3471,"S11,S12,S15"
3472,"S01,S05,S11,S13"
3473,"S01,S02"
3474,"S01,S02,S03,S04"
3475,"S09,S10"
3476,S14
3477,"S02,S03,S08,S13"
3478,"S11,S12"
3479,"S03,S06,S13"
3480,"S04,S05"
3481,"S07,S12,S13"
3482,"S01,S08"
3483,"S11,S12"
3484,"S09,S10"
3485,"S01,S13"
3486,"S09,S10"
3487,S14
3488,"S11,S14"
3489,S07
3490,S04
3491,"S09,S14"
3492,"S04,S05"
3493,"S09,S10"
3494,S14
3495,"S05,S06,S11,S14"
3496,"S09,S14"
3497,S14
3498,"S03,S11,S14"
3499,S01
3500,"S04,S09,S12"
